news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
527,2025-08-06,Merger talks between two banks fall through,Financial Times,Geopolitical Event,Materials,Merger talks between two banks fall through | Geopolitical Event | Materials | Medium | Hang Seng,1,03466,0.79339,0.79339,0.0,0.0,negative,0.95868,-1,0.603238
528,2025-05-07,New housing data release shows a slowdown in market activity,Barron's,Government Policy Announcement,Consumer Goods,New housing data release shows a slowdown in market activity | Government Policy Announcement | Consumer Goods | Low | Negative | S&P 500,1,03077,0.788078,0.788078,0.0,0.0,negative,0.970689,-1,0.596833
529,2025-02-09,Financial services stocks rally on strong profit margins,Business Standard,Bond Market Fluctuation,Pharmaceuticals,Financial services stocks rally on strong profit margins | Bond Market Fluctuation | Pharmaceuticals | High | Neutral | Shanghai Composite,1,02835,0.809794,0.809794,0.0,0.0,positive,0.883444,1,0.988646
530,2025-06-24,Media and Entertainment companies report a surge in streaming revenue,Economic Times,Inflation Data Release,Aerospace & Defense,Media and Entertainment companies report a surge in streaming revenue | Inflation Data Release | Aerospace & Defense | High | Positive | Hang Seng,1,03179,0.789055,0.789055,0.0,0.0,positive,0.893271,1,0.965265
531,2025-02-25,Media and Entertainment companies report a surge in streaming revenue,Financial Times,Currency Devaluation,Automotive,Media and Entertainment companies report a surge in streaming revenue | Currency Devaluation | Automotive | Low | Neutral | Nikkei 225,1,03153,0.803136,0.803136,0.0,0.0,positive,0.893271,1,0.98249
532,2025-05-07,Record-high inflation data rattles investors,The Hindu Business Line,Geopolitical Event,Construction,Record-high inflation data rattles investors | Geopolitical Event | Construction | High | Neutral | TSX,1,03081,0.82111,0.82111,0.0,0.0,negative,0.940459,-1,0.628055
533,2025-08-12,A massive data breach sends a tech company's stock tumbling,The Economist,Market Rally,Utilities,A massive data breach sends a tech company's stock tumbling | Market Rally | Utilities | Low | Neutral | Dow Jones,1,03448,0.796475,0.796475,0.0,0.0,negative,0.890495,-1,0.619161
534,2025-07-08,Automotive industry faces headwinds from rising material costs,The Economist,Interest Rate Change,Transportation,Automotive industry faces headwinds from rising material costs | Interest Rate Change | Transportation | High | Positive | Shanghai Composite,1,03081,0.901062,0.801062,0.0,0.1,negative,0.968818,-1,0.682821
535,2025-07-25,A massive data breach sends a tech company's stock tumbling,CNBC,Central Bank Meeting,Industrials,A massive data breach sends a tech company's stock tumbling | Central Bank Meeting | Industrials | Low | Neutral | ASX 200,1,03032,0.812055,0.812055,0.0,0.0,negative,0.890495,-1,0.631272
536,2025-05-19,Geopolitical ceasefire prompts a broad market recovery,Yahoo Finance,Economic Data Release,Retail,Geopolitical ceasefire prompts a broad market recovery | Economic Data Release | Retail | Medium | Positive | Nasdaq Composite,1,03182,0.889847,0.789847,0.0,0.1,neutral,0.720305,0,0.889847
537,2025-06-03,Merger talks between two banks fall through,Financial Times,Bond Market Fluctuation,Technology,Merger talks between two banks fall through | Bond Market Fluctuation | Technology | High | Positive | Hang Seng,1,03070,0.809313,0.809313,0.0,0.0,negative,0.95868,-1,0.615345
538,2025-02-27,Financial sector bracing for new capital requirements,Mint,Economic Data Release,Automotive,Financial sector bracing for new capital requirements | Economic Data Release | Automotive | Low | Positive | S&P/TSX Composite,1,03077,0.816478,0.816478,0.0,0.0,negative,0.87031,-1,0.638831
539,2025-02-24,Media and Entertainment companies report a surge in streaming revenue,CNBC,Bond Market Fluctuation,Consumer Goods,Media and Entertainment companies report a surge in streaming revenue | Bond Market Fluctuation | Consumer Goods | Medium | Negative | Euro Stoxx 50,1,03165,0.79564,0.79564,0.0,0.0,positive,0.893271,1,0.97332
540,2025-05-03,New IPO for a popular software firm is oversubscribed,MarketWatch,Government Policy Announcement,Automotive,New IPO for a popular software firm is oversubscribed | Government Policy Announcement | Automotive | High | Negative | Euro Stoxx 50,1,03423,0.793883,0.793883,0.0,0.0,negative,0.952246,-1,0.60489
541,2025-04-12,Massive stock buyback program announced by a consumer goods company,Financial Times,Commodity Price Shock,Pharmaceuticals,Massive stock buyback program announced by a consumer goods company | Commodity Price Shock | Pharmaceuticals | High | Negative | DAX,1,02840,1.011703,0.811703,0.0,0.2,neutral,0.685082,0,1.011703
542,2025-05-30,Retail sales report surpasses all forecasts,CNBC,Cryptocurrency Regulation,Energy,Retail sales report surpasses all forecasts | Cryptocurrency Regulation | Energy | Medium | Positive | ASX 200,1,03081,0.790785,0.790785,0.0,0.0,positive,0.873907,1,0.963553
543,2025-03-07,Nikkei 225 index benefits from a weaker yen,CNBC,Stock Market Crash,Construction,Nikkei 225 index benefits from a weaker yen | Stock Market Crash | Construction | High | IBOVESPA,1,03153,0.823736,0.823736,0.0,0.0,negative,0.845792,-1,0.649559
544,2025-06-21,Nikkei 225 index benefits from a weaker yen,Wall Street Journal,Economic Data Release,Telecommunications,Nikkei 225 index benefits from a weaker yen | Economic Data Release | Telecommunications | High | Negative | Dow Jones,1,03153,0.816167,0.816167,0.0,0.0,negative,0.845792,-1,0.64359
545,2025-06-14,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Wall Street Journal,Consumer Confidence Report,Media & Entertainment,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Consumer Confidence Report | Media & Entertainment | Medium | Neutral | Nasdaq Composite,1,03477,0.768121,0.768121,0.0,0.0,positive,0.692591,1,0.901119
546,2025-07-15,Quarterly report shows surprising losses for retail giants,The Motley Fool,Supply Chain Disruption,Energy,Quarterly report shows surprising losses for retail giants | Supply Chain Disruption | Energy | High | Positive | CAC 40,1,03175,0.7901,0.7901,0.0,0.0,negative,0.808206,-1,0.630459
547,2025-05-02,Gold prices surge as investors flee riskier assets,Economic Times,Unemployment Rate Announcement,Automotive,Gold prices surge as investors flee riskier assets | Unemployment Rate Announcement | Automotive | High | Neutral | Hang Seng,1,03081,0.837909,0.837909,0.0,0.0,negative,0.720289,-1,0.687025
548,2025-03-15,Nikkei 225 index benefits from a weaker yen,Yahoo Finance,Consumer Confidence Report,Aerospace & Defense,Nikkei 225 index benefits from a weaker yen | Consumer Confidence Report | Aerospace & Defense | Low | Neutral | Dow Jones,1,03153,0.819215,0.819215,0.0,0.0,negative,0.845792,-1,0.645994
549,2025-06-19,Government spending bill is expected to stimulate the economy,Forbes,Geopolitical Event,Real Estate,Government spending bill is expected to stimulate the economy | Geopolitical Event | Real Estate | Low | Negative | BSE Sensex,1,03077,0.816885,0.816885,0.0,0.0,positive,0.913673,1,1.003476
550,2025-02-09,Federal Reserve Chairman's speech causes market volatility,Yahoo Finance,Commodity Price Shock,Media & Entertainment,Federal Reserve Chairman's speech causes market volatility | Commodity Price Shock | Media & Entertainment | Medium | Positive | Euro Stoxx 50,1,02840,1.00843,0.80843,0.0,0.2,negative,0.836676,-1,0.797498
551,2025-07-24,Mining company stock surges on commodity price boom,Times of India,Consumer Confidence Report,Consumer Goods,Mining company stock surges on commodity price boom | Consumer Confidence Report | Consumer Goods | Medium | Neutral | IBOVESPA,1,03081,1.005333,0.805333,0.0,0.2,negative,0.916112,-1,0.775084
552,2025-03-04,Dow Jones plunges as market fears recession,Times of India,Corporate Earnings Report,Industrials,Dow Jones plunges as market fears recession | Corporate Earnings Report | Industrials | Medium | Neutral | Russell 2000,1,03115,0.794208,0.794208,0.0,0.0,negative,0.913254,-1,0.61288
553,2025-02-28,UK's FTSE 100 sees a boost from favorable trade data,Investopedia,Market Rally,Pharmaceuticals,UK's FTSE 100 sees a boost from favorable trade data | Market Rally | Pharmaceuticals | Medium | Hang Seng,1,03069,0.78298,0.78298,0.0,0.0,positive,0.94704,1,0.968358
554,2025-08-06,New IPO for a popular software firm is oversubscribed,The Motley Fool,Government Policy Announcement,Real Estate,New IPO for a popular software firm is oversubscribed | Government Policy Announcement | Real Estate | High | Negative | Hang Seng,1,02800,0.812939,0.812939,0.0,0.0,negative,0.952246,-1,0.61941
555,2025-05-14,Consumer Discretionary stocks outperform as spending increases,The Economist,Trade Tariffs Announcement,Aerospace & Defense,Consumer Discretionary stocks outperform as spending increases | Trade Tariffs Announcement | Aerospace & Defense | Medium | NSE Nifty,1,02846,0.807357,0.807357,0.0,0.0,negative,0.789037,-1,0.648098
556,2025-03-04,Central Bank Governor signals potential shift in policy,Investopedia,Market Rally,Aerospace & Defense,Central Bank Governor signals potential shift in policy | Market Rally | Aerospace & Defense | Low | Negative | Euro Stoxx 50,1,03081,0.794926,0.794926,0.0,0.0,negative,0.65296,-1,0.665162
557,2025-05-20,Geopolitical ceasefire prompts a broad market recovery,Seeking Alpha,Market Rally,Aerospace & Defense,Geopolitical ceasefire prompts a broad market recovery | Market Rally | Aerospace & Defense | Medium | Positive | Nikkei 225,1,03153,0.899187,0.799187,0.0,0.1,neutral,0.720305,0,0.899187
558,2025-05-15,Retail sales report surpasses all forecasts,Barron's,Regulatory Changes,Transportation,Retail sales report surpasses all forecasts | Regulatory Changes | Transportation | Low | Neutral | Russell 2000,1,03165,0.78186,0.78186,0.0,0.0,positive,0.873907,1,0.952678
559,2025-03-13,Aerospace and Defense sector sees rally amid geopolitical tensions,Seeking Alpha,Market Rally,Retail,Aerospace and Defense sector sees rally amid geopolitical tensions | Market Rally | Retail | Low | Neutral | TSX,1,03165,0.794067,0.794067,0.0,0.0,negative,0.516719,-1,0.69149
560,2025-05-18,New IPO for a popular software firm is oversubscribed,Financial Times,Trade Tariffs Announcement,Finance,New IPO for a popular software firm is oversubscribed | Trade Tariffs Announcement | Finance | Medium | Negative | Dow Jones,1,03169,0.798178,0.798178,0.0,0.0,negative,0.952246,-1,0.608163
561,2025-08-04,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Seeking Alpha,Interest Rate Change,Automotive,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Interest Rate Change | Automotive | Low | Positive | FTSE 100,1,03032,0.882922,0.782922,0.0,0.1,positive,0.870487,1,1.075065
562,2025-06-19,,Mint,Unemployment Rate Announcement,Technology,nan | Unemployment Rate Announcement | Technology | Low | Positive | IBOVESPA,1,03169,0.797091,0.797091,0.0,0.0,neutral,0.856364,0,0.797091
563,2025-03-31,Bond yields tumble as investors seek safe havens,Forbes,Inflation Data Release,Utilities,Bond yields tumble as investors seek safe havens | Inflation Data Release | Utilities | High | Neutral | NSE Nifty,1,03077,0.824741,0.824741,0.0,0.0,negative,0.953942,-1,0.628052
564,2025-07-27,Record-high inflation data rattles investors,Times of India,Cryptocurrency Regulation,Materials,Record-high inflation data rattles investors | Cryptocurrency Regulation | Materials | Low | Neutral | TSX,1,03077,0.823397,0.823397,0.0,0.0,negative,0.940459,-1,0.629804
565,2025-05-04,E-commerce earnings report beats all analyst expectations,Investopedia,Corporate Earnings Report,Retail,E-commerce earnings report beats all analyst expectations | Corporate Earnings Report | Retail | High | Negative | ASX 200,1,03032,0.786092,0.786092,0.0,0.0,positive,0.681342,1,0.919991
566,2025-05-17,Central bank maintains status quo on interest rates,Times of India,Geopolitical Event,Media & Entertainment,Central bank maintains status quo on interest rates | Geopolitical Event | Media & Entertainment | High | Neutral | Shanghai Composite,1,03077,0.919011,0.819011,0.0,0.1,neutral,0.917198,0,0.919011
567,2025-05-05,Record-high inflation data rattles investors,The Economist,Central Bank Meeting,Retail,Record-high inflation data rattles investors | Central Bank Meeting | Retail | Medium | Neutral | NSE Nifty,1,03077,0.816765,0.816765,0.0,0.0,negative,0.940459,-1,0.624731
568,2025-07-29,Nikkei 225 index benefits from a weaker yen,Bloomberg,Currency Devaluation,Media & Entertainment,Nikkei 225 index benefits from a weaker yen | Currency Devaluation | Media & Entertainment | Medium | Neutral | Russell 2000,1,03153,0.825034,0.825034,0.0,0.0,negative,0.845792,-1,0.650582
569,2025-03-03,China's Shanghai Composite falls after new trade restrictions,Financial Times,Commodity Price Shock,Aerospace & Defense,China's Shanghai Composite falls after new trade restrictions | Commodity Price Shock | Aerospace & Defense | High | Positive | DAX,1,02839,1.011428,0.811428,0.0,0.2,negative,0.949947,-1,0.771227
570,2025-04-28,Bond yields tumble as investors seek safe havens,Bloomberg,Cryptocurrency Regulation,Real Estate,Bond yields tumble as investors seek safe havens | Cryptocurrency Regulation | Real Estate | Low | BSE Sensex,1,03077,0.827713,0.827713,0.0,0.0,negative,0.953942,-1,0.630316
571,2025-06-30,China's Shanghai Composite falls after new trade restrictions,Reuters,Government Policy Announcement,Retail,China's Shanghai Composite falls after new trade restrictions | Government Policy Announcement | Retail | Low | Negative | DAX,1,03005,0.907664,0.807664,0.0,0.1,negative,0.949947,-1,0.692106
572,2025-03-30,New IPO for a popular software firm is oversubscribed,The Motley Fool,Economic Data Release,Energy,New IPO for a popular software firm is oversubscribed | Economic Data Release | Energy | High | Positive | BSE Sensex,1,02836,0.804337,0.804337,0.0,0.0,negative,0.952246,-1,0.612855
573,2025-04-14,Real Estate sector shows signs of overheating as interest rates fall,The Motley Fool,Interest Rate Change,Industrials,Real Estate sector shows signs of overheating as interest rates fall | Interest Rate Change | Industrials | Low | Positive | Nikkei 225,1,03153,0.915252,0.815252,0.0,0.1,negative,0.96423,-1,0.694624
574,2025-03-23,Central Bank Governor signals potential shift in policy,Yahoo Finance,Major Merger/Acquisition,Construction,Central Bank Governor signals potential shift in policy | Major Merger/Acquisition | Construction | Low | Nikkei 225,1,03153,0.793093,0.793093,0.0,0.0,negative,0.65296,-1,0.663629
