news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
707,2025-08-06,Consumer Discretionary stocks outperform as spending increases,Times of India,Bond Market Fluctuation,Agriculture,Consumer Discretionary stocks outperform as spending increases | Bond Market Fluctuation | Agriculture | Low | Positive | Shanghai Composite,2,03428,0.812,0.812,0.0,0.0,negative,0.789037,-1,0.651825
707,2025-08-06,Consumer Discretionary stocks outperform as spending increases,Times of India,Bond Market Fluctuation,Agriculture,Consumer Discretionary stocks outperform as spending increases | Bond Market Fluctuation | Agriculture | Low | Positive | Shanghai Composite,3,02846,0.810616,0.810616,0.0,0.0,negative,0.789037,-1,0.650714
708,2025-06-06,Media and Entertainment companies report a surge in streaming revenue,Mint,Currency Devaluation,Media & Entertainment,Media and Entertainment companies report a surge in streaming revenue | Currency Devaluation | Media & Entertainment | Low | Positive | FTSE 100,1,03165,0.789868,0.789868,0.0,0.0,positive,0.893271,1,0.96626
708,2025-06-06,Media and Entertainment companies report a surge in streaming revenue,Mint,Currency Devaluation,Media & Entertainment,Media and Entertainment companies report a surge in streaming revenue | Currency Devaluation | Media & Entertainment | Low | Positive | FTSE 100,2,03470,0.779643,0.779643,0.0,0.0,positive,0.893271,1,0.953751
708,2025-06-06,Media and Entertainment companies report a surge in streaming revenue,Mint,Currency Devaluation,Media & Entertainment,Media and Entertainment companies report a surge in streaming revenue | Currency Devaluation | Media & Entertainment | Low | Positive | FTSE 100,3,03085,0.778594,0.778594,0.0,0.0,positive,0.893271,1,0.952468
709,2025-05-18,Real Estate sector shows signs of overheating as interest rates fall,MarketWatch,Central Bank Meeting,Agriculture,Real Estate sector shows signs of overheating as interest rates fall | Central Bank Meeting | Agriculture | Medium | Neutral | S&P 500,1,02800,0.898266,0.798266,0.0,0.1,negative,0.96423,-1,0.681732
709,2025-05-18,Real Estate sector shows signs of overheating as interest rates fall,MarketWatch,Central Bank Meeting,Agriculture,Real Estate sector shows signs of overheating as interest rates fall | Central Bank Meeting | Agriculture | Medium | Neutral | S&P 500,2,03410,0.896829,0.796829,0.0,0.1,negative,0.96423,-1,0.680642
709,2025-05-18,Real Estate sector shows signs of overheating as interest rates fall,MarketWatch,Central Bank Meeting,Agriculture,Real Estate sector shows signs of overheating as interest rates fall | Central Bank Meeting | Agriculture | Medium | Neutral | S&P 500,3,03077,0.89651,0.79651,0.0,0.1,negative,0.96423,-1,0.6804
710,2025-03-08,Banking stocks dip after a major scandal is revealed,Barron's,Currency Devaluation,Consumer Goods,Banking stocks dip after a major scandal is revealed | Currency Devaluation | Consumer Goods | Low | Negative | BSE Sensex,1,02836,0.807832,0.807832,0.0,0.0,negative,0.942514,-1,0.617484
710,2025-03-08,Banking stocks dip after a major scandal is revealed,Barron's,Currency Devaluation,Consumer Goods,Banking stocks dip after a major scandal is revealed | Currency Devaluation | Consumer Goods | Low | Negative | BSE Sensex,2,03165,0.801968,0.801968,0.0,0.0,negative,0.942514,-1,0.613001
710,2025-03-08,Banking stocks dip after a major scandal is revealed,Barron's,Currency Devaluation,Consumer Goods,Banking stocks dip after a major scandal is revealed | Currency Devaluation | Consumer Goods | Low | Negative | BSE Sensex,3,02800,0.800318,0.800318,0.0,0.0,negative,0.942514,-1,0.61174
711,2025-06-13,Government subsidy program gives a lift to the agriculture sector,Bloomberg,Trade Tariffs Announcement,Aerospace & Defense,Government subsidy program gives a lift to the agriculture sector | Trade Tariffs Announcement | Aerospace & Defense | Medium | Neutral | BSE Sensex,1,03165,0.790679,0.790679,0.0,0.0,positive,0.917761,1,0.972093
711,2025-06-13,Government subsidy program gives a lift to the agriculture sector,Bloomberg,Trade Tariffs Announcement,Aerospace & Defense,Government subsidy program gives a lift to the agriculture sector | Trade Tariffs Announcement | Aerospace & Defense | Medium | Neutral | BSE Sensex,2,03486,0.786545,0.786545,0.0,0.0,positive,0.917761,1,0.96701
711,2025-06-13,Government subsidy program gives a lift to the agriculture sector,Bloomberg,Trade Tariffs Announcement,Aerospace & Defense,Government subsidy program gives a lift to the agriculture sector | Trade Tariffs Announcement | Aerospace & Defense | Medium | Neutral | BSE Sensex,3,03081,0.784988,0.784988,0.0,0.0,positive,0.917761,1,0.965096
712,2025-06-06,Financial sector bracing for new capital requirements,Economic Times,Central Bank Meeting,Pharmaceuticals,Financial sector bracing for new capital requirements | Central Bank Meeting | Pharmaceuticals | Medium | Negative | ASX 200,1,03077,0.81765,0.81765,0.0,0.0,negative,0.87031,-1,0.639748
712,2025-06-06,Financial sector bracing for new capital requirements,Economic Times,Central Bank Meeting,Pharmaceuticals,Financial sector bracing for new capital requirements | Central Bank Meeting | Pharmaceuticals | Medium | Negative | ASX 200,2,03411,0.814185,0.814185,0.0,0.0,negative,0.87031,-1,0.637037
712,2025-06-06,Financial sector bracing for new capital requirements,Economic Times,Central Bank Meeting,Pharmaceuticals,Financial sector bracing for new capital requirements | Central Bank Meeting | Pharmaceuticals | Medium | Negative | ASX 200,3,02821,0.813727,0.813727,0.0,0.0,negative,0.87031,-1,0.636678
713,2025-05-09,Tech Giant's New Product Launch Sparks Sector-Wide Gains,The Motley Fool,Central Bank Meeting,Construction,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Central Bank Meeting | Construction | Low | Negative | NSE Nifty,1,03077,0.782933,0.782933,0.0,0.0,positive,0.870487,1,0.953316
713,2025-05-09,Tech Giant's New Product Launch Sparks Sector-Wide Gains,The Motley Fool,Central Bank Meeting,Construction,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Central Bank Meeting | Construction | Low | Negative | NSE Nifty,2,02836,0.781431,0.781431,0.0,0.0,positive,0.870487,1,0.951487
713,2025-05-09,Tech Giant's New Product Launch Sparks Sector-Wide Gains,The Motley Fool,Central Bank Meeting,Construction,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Central Bank Meeting | Construction | Low | Negative | NSE Nifty,3,03477,0.780161,0.780161,0.0,0.0,positive,0.870487,1,0.949941
714,2025-05-02,Automotive industry faces headwinds from rising material costs,MarketWatch,Consumer Confidence Report,Telecommunications,Automotive industry faces headwinds from rising material costs | Consumer Confidence Report | Telecommunications | High | Positive | Russell 2000,1,03081,0.788325,0.788325,0.0,0.0,negative,0.968818,-1,0.597389
714,2025-05-02,Automotive industry faces headwinds from rising material costs,MarketWatch,Consumer Confidence Report,Telecommunications,Automotive industry faces headwinds from rising material costs | Consumer Confidence Report | Telecommunications | High | Positive | Russell 2000,2,03179,0.78231,0.78231,0.0,0.0,negative,0.968818,-1,0.592831
714,2025-05-02,Automotive industry faces headwinds from rising material costs,MarketWatch,Consumer Confidence Report,Telecommunications,Automotive industry faces headwinds from rising material costs | Consumer Confidence Report | Telecommunications | High | Positive | Russell 2000,3,02840,0.779994,0.779994,0.0,0.0,negative,0.968818,-1,0.591076
715,2025-07-29,Consumer confidence index reaches a decade high,Yahoo Finance,Market Rally,Telecommunications,Consumer confidence index reaches a decade high | Market Rally | Telecommunications | Low | Negative | Shanghai Composite,1,03077,0.800704,0.800704,0.0,0.0,positive,0.863972,1,0.97365
715,2025-07-29,Consumer confidence index reaches a decade high,Yahoo Finance,Market Rally,Telecommunications,Consumer confidence index reaches a decade high | Market Rally | Telecommunications | Low | Negative | Shanghai Composite,2,03167,0.797223,0.797223,0.0,0.0,positive,0.863972,1,0.969418
715,2025-07-29,Consumer confidence index reaches a decade high,Yahoo Finance,Market Rally,Telecommunications,Consumer confidence index reaches a decade high | Market Rally | Telecommunications | Low | Negative | Shanghai Composite,3,03165,0.797154,0.797154,0.0,0.0,positive,0.863972,1,0.969334
716,2025-05-07,New IPO for a popular software firm is oversubscribed,Business Standard,Inflation Data Release,Consumer Goods,New IPO for a popular software firm is oversubscribed | Inflation Data Release | Consumer Goods | Low | Neutral | IBOVESPA,1,03179,0.797734,0.797734,0.0,0.0,negative,0.952246,-1,0.607824
716,2025-05-07,New IPO for a popular software firm is oversubscribed,Business Standard,Inflation Data Release,Consumer Goods,New IPO for a popular software firm is oversubscribed | Inflation Data Release | Consumer Goods | Low | Neutral | IBOVESPA,2,02806,0.794332,0.794332,0.0,0.0,negative,0.952246,-1,0.605232
716,2025-05-07,New IPO for a popular software firm is oversubscribed,Business Standard,Inflation Data Release,Consumer Goods,New IPO for a popular software firm is oversubscribed | Inflation Data Release | Consumer Goods | Low | Neutral | IBOVESPA,3,02809,0.792651,0.792651,0.0,0.0,negative,0.952246,-1,0.603951
717,2025-02-05,Crude oil prices drop to a multi-year low,The Motley Fool,Government Policy Announcement,Industrials,Crude oil prices drop to a multi-year low | Government Policy Announcement | Industrials | High | Negative | Hang Seng,1,03175,0.809445,0.809445,0.0,0.0,negative,0.962729,-1,0.614626
717,2025-02-05,Crude oil prices drop to a multi-year low,The Motley Fool,Government Policy Announcement,Industrials,Crude oil prices drop to a multi-year low | Government Policy Announcement | Industrials | High | Negative | Hang Seng,2,02840,0.805664,0.805664,0.0,0.0,negative,0.962729,-1,0.611755
717,2025-02-05,Crude oil prices drop to a multi-year low,The Motley Fool,Government Policy Announcement,Industrials,Crude oil prices drop to a multi-year low | Government Policy Announcement | Industrials | High | Negative | Hang Seng,3,03081,0.801612,0.801612,0.0,0.0,negative,0.962729,-1,0.608678
718,2025-03-28,Crude oil prices drop to a multi-year low,Barron's,Corporate Earnings Report,Industrials,Crude oil prices drop to a multi-year low | Corporate Earnings Report | Industrials | Medium | Positive | Euro Stoxx 50,1,03175,0.807751,0.807751,0.0,0.0,negative,0.962729,-1,0.61334
718,2025-03-28,Crude oil prices drop to a multi-year low,Barron's,Corporate Earnings Report,Industrials,Crude oil prices drop to a multi-year low | Corporate Earnings Report | Industrials | Medium | Positive | Euro Stoxx 50,2,03165,0.796759,0.796759,0.0,0.0,negative,0.962729,-1,0.604993
718,2025-03-28,Crude oil prices drop to a multi-year low,Barron's,Corporate Earnings Report,Industrials,Crude oil prices drop to a multi-year low | Corporate Earnings Report | Industrials | Medium | Positive | Euro Stoxx 50,3,02840,0.791866,0.791866,0.0,0.0,negative,0.962729,-1,0.601278
719,2025-03-10,Aerospace and Defense sector sees rally amid geopolitical tensions,MarketWatch,Regulatory Changes,Utilities,Aerospace and Defense sector sees rally amid geopolitical tensions | Regulatory Changes | Utilities | Medium | Neutral | S&P/TSX Composite,1,03165,0.781334,0.781334,0.0,0.0,negative,0.516719,-1,0.680401
719,2025-03-10,Aerospace and Defense sector sees rally amid geopolitical tensions,MarketWatch,Regulatory Changes,Utilities,Aerospace and Defense sector sees rally amid geopolitical tensions | Regulatory Changes | Utilities | Medium | Neutral | S&P/TSX Composite,2,03129,0.779471,0.779471,0.0,0.0,negative,0.516719,-1,0.678779
719,2025-03-10,Aerospace and Defense sector sees rally amid geopolitical tensions,MarketWatch,Regulatory Changes,Utilities,Aerospace and Defense sector sees rally amid geopolitical tensions | Regulatory Changes | Utilities | Medium | Neutral | S&P/TSX Composite,3,02846,0.779149,0.779149,0.0,0.0,negative,0.516719,-1,0.678499
720,2025-03-28,Manufacturing PMI data signals economic expansion,The Hindu Business Line,Interest Rate Change,Finance,Manufacturing PMI data signals economic expansion | Interest Rate Change | Finance | Low | S&P 500,1,03077,0.909041,0.809041,0.0,0.1,positive,0.831785,1,1.098073
720,2025-03-28,Manufacturing PMI data signals economic expansion,The Hindu Business Line,Interest Rate Change,Finance,Manufacturing PMI data signals economic expansion | Interest Rate Change | Finance | Low | S&P 500,2,03411,0.895375,0.795375,0.0,0.1,positive,0.831785,1,1.081565
720,2025-03-28,Manufacturing PMI data signals economic expansion,The Hindu Business Line,Interest Rate Change,Finance,Manufacturing PMI data signals economic expansion | Interest Rate Change | Finance | Low | S&P 500,3,03165,0.894265,0.794265,0.0,0.1,positive,0.831785,1,1.080224
721,2025-07-15,Automotive industry faces headwinds from rising material costs,Wall Street Journal,Market Rally,Energy,Automotive industry faces headwinds from rising material costs | Market Rally | Energy | Low | Positive | NSE Nifty,1,02836,0.790808,0.790808,0.0,0.0,negative,0.968818,-1,0.599271
721,2025-07-15,Automotive industry faces headwinds from rising material costs,Wall Street Journal,Market Rally,Energy,Automotive industry faces headwinds from rising material costs | Market Rally | Energy | Low | Positive | NSE Nifty,2,02846,0.790468,0.790468,0.0,0.0,negative,0.968818,-1,0.599013
721,2025-07-15,Automotive industry faces headwinds from rising material costs,Wall Street Journal,Market Rally,Energy,Automotive industry faces headwinds from rising material costs | Market Rally | Energy | Low | Positive | NSE Nifty,3,03077,0.788511,0.788511,0.0,0.0,negative,0.968818,-1,0.59753
722,2025-03-30,,Barron's,Trade Tariffs Announcement,Real Estate,nan | Trade Tariffs Announcement | Real Estate | Medium | Positive | KOSPI,1,03165,0.815536,0.815536,0.0,0.0,neutral,0.936224,0,0.815536
722,2025-03-30,,Barron's,Trade Tariffs Announcement,Real Estate,nan | Trade Tariffs Announcement | Real Estate | Medium | Positive | KOSPI,2,03411,0.808238,0.808238,0.0,0.0,neutral,0.936224,0,0.808238
722,2025-03-30,,Barron's,Trade Tariffs Announcement,Real Estate,nan | Trade Tariffs Announcement | Real Estate | Medium | Positive | KOSPI,3,03169,0.807732,0.807732,0.0,0.0,neutral,0.936224,0,0.807732
